id,num_rep,num_rep_per,len_conversation,total_compound_conv,tot_pos_sen,tot_neg_sen,sum_tfidf,avg_tfidf,Is_satisfied
voip-dda7c88c6e-20130323_053612,2,0.14285714285714285,28,-0.013442857142857144,0.14285714285714285,0.14285714285714285,5.799495178976007,0.08787113907539404,0
voip-31de0daa7b-20130401_204621,11,0.55,40,0.0,0.0,0.0,3.6236573247491832,0.06837089291979591,0
voip-9819537952-20130327_023510,5,0.625,16,0.020628571428571437,0.14285714285714285,0.14285714285714285,2.821653012008192,0.10077332185743544,0
voip-e61fa89add-20130326_004919,0,0.0,6,0.07543333333333334,0.3333333333333333,0.0,3.3114702037491206,0.12264704458330077,0
voip-7e07d8f0f5-20130328_190516,8,0.5714285714285714,28,0.055766666666666666,0.25,0.0,4.426133380360434,0.08511794962231603,0
voip-0f41c16f2f-20130325_192310,4,0.6666666666666666,12,0.10275,0.3333333333333333,0.16666666666666666,2.839058183625569,0.08350171128310498,0
voip-7f9c1c8411-20130401_164058,11,0.8461538461538461,26,0.021881818181818183,0.18181818181818185,0.09090909090909093,2.8789068646866456,0.07576070696543805,0
voip-59bc8a2167-20130325_141345,6,0.75,16,0.07945,0.25,0.0,3.3997041463352056,0.09999129842162369,0
voip-b08f15a787-20130402_071910,12,0.8571428571428571,28,0.03653636363636364,0.09090909090909093,0.0,3.544603069539556,0.0864537334034038,0
voip-d0341706f2-20130329_052811,3,0.75,8,0.0,0.0,0.0,2.4823112632960287,0.12411556316480143,0
voip-e8997b10da-20130329_000819,4,0.4444444444444444,18,0.04095555555555555,0.4444444444444444,0.1111111111111111,4.678410567566753,0.08506201031939552,0
voip-edb8609855-20130327_182651,8,0.5333333333333333,30,0.012615384615384612,0.15384615384615385,0.15384615384615385,4.536857436682277,0.07561429061137129,0
voip-edb8609855-20130327_182309,0,0.0,16,0.00965,0.125,0.0,4.074332060792179,0.06905647560664711,0
voip-7e07d8f0f5-20130328_190850,10,0.8333333333333334,24,-0.0022799999999999986,0.1,0.1,1.7912756340965656,0.0663435420035765,0
voip-50af5438f1-20130327_042937,6,0.375,32,-0.011308333333333335,0.25,0.25,5.560951282357347,0.09425341156537875,0
voip-3b3edac94d-20130324_201858,4,0.5714285714285714,14,-0.012866666666666669,0.0,0.16666666666666666,3.1820142399563234,0.08373721684095588,0
voip-fe2783c40a-20130401_144421,0,0.0,12,-0.08778333333333332,0.0,0.16666666666666666,3.7929020696679916,0.08070004403548918,0
voip-f22c2bf9c7-20130326_015536,5,0.5555555555555556,18,0.04228571428571428,0.14285714285714285,0.0,2.9226831707343828,0.10438154181194224,0
voip-d76851034e-20130326_221719,11,0.8461538461538461,26,0.21104615384615386,0.6153846153846154,0.07692307692307693,3.7916980399698432,0.0702166303698119,0
voip-318851c80b-20130328_215616,8,0.8,20,0.0695375,0.375,0.0,3.172680050300399,0.09914625157188747,0
voip-7e07d8f0f5-20130327_175512,3,0.5,12,0.0592,0.2,0.0,2.781532353806152,0.09271774512687173,0
voip-8991b7bff6-20130401_174015,4,0.3333333333333333,24,-0.0757875,0.125,0.25,4.49382042232582,0.08321889670973741,0
voip-249d0f617b-20130328_162005,2,0.3333333333333333,12,0.06698333333333333,0.16666666666666666,0.0,3.9899124595008955,0.09499791570240228,0
voip-da4a08ad84-20130328_154747,9,0.75,24,-0.019854545454545455,0.09090909090909093,0.18181818181818185,3.0689933655677977,0.06819985256817328,0
voip-48c12815b3-20130326_011456,7,0.7,20,-0.0484375,0.0,0.125,4.787595421665899,0.08704718948483453,0
voip-a31ca3e355-20130323_222700,12,0.631578947368421,38,0.07418823529411764,0.29411764705882354,0.0,4.855168353284151,0.0746948977428331,0
voip-187c1708f2-20130325_125747,3,0.3333333333333333,18,0.008577777777777778,0.1111111111111111,0.0,4.655632080083536,0.08621540889043586,0
voip-7e07d8f0f5-20130328_191418,13,0.8125,32,0.11509375,0.4375,0.0625,2.5740010569105225,0.053625022018969216,0
voip-36440f7305-20130326_140559,13,0.8666666666666667,30,0.11731538461538465,0.3076923076923077,0.0,3.5390261132275587,0.07529842794101188,0
voip-22c938c8ba-20130325_124542,19,0.9047619047619048,42,-0.005413333333333337,0.26666666666666666,0.26666666666666666,3.1779153233650637,0.06620656923677216,0
voip-340dbb333e-20130325_230054,0,0.0,6,0.0,0.0,0.0,2.139398647715054,0.1125999288271081,0
voip-52d599db9c-20130326_213541,5,0.4545454545454545,22,0.06698333333333333,0.16666666666666666,0.0,4.212860026122435,0.10532150065306087,0
voip-8991b7bff6-20130326_231411,2,0.5,8,0.0,0.0,0.0,1.8300024500697987,0.10764720294528228,0
voip-e3b4879e0d-20130327_030955,0,0.0,12,0.03771666666666667,0.16666666666666666,0.0,3.533910915277327,0.08619294915310553,0
voip-0f41c16f2f-20130402_005414,4,0.5,16,0.0,0.0,0.0,3.6111717283371876,0.08398073786830669,0
voip-e3b4879e0d-20130326_215254,0,0.0,8,0.0933,0.5,0.0,3.7241387446042804,0.10065239850281839,0
voip-fe4b6ef58f-20130325_220934,3,0.3,20,-0.0296,0.0,0.1,4.079341939816826,0.07998709685915344,0
voip-fb0047e535-20130326_051359,2,0.5,8,0.0,0.0,0.0,2.307045965811794,0.10486572571871791,0
voip-9f447ce48e-20130328_114744,5,0.5555555555555556,18,0.0384875,0.25,0.125,2.7085541613338484,0.07966335768628965,0
voip-7e07d8f0f5-20130327_174435,3,0.42857142857142855,14,0.07254285714285715,0.2857142857142857,0.14285714285714285,2.724317679714447,0.08255508120346809,0
voip-ef9aa63b85-20130328_190838,16,0.8421052631578947,38,0.1410611111111111,0.4444444444444444,0.05555555555555555,3.3441207326334417,0.06431001408910465,0
voip-10beae627f-20130328_132217,18,0.6428571428571429,56,-0.016908000000000003,0.2,0.16,4.896744632616278,0.061984109273623765,0
voip-381a50592b-20130326_042242,9,0.75,24,0.02205714285714286,0.2857142857142857,0.0,3.4584179593011752,0.09347075565678852,0
voip-e3b4879e0d-20130327_033913,0,0.0,10,0.01544,0.2,0.0,3.3027421943213158,0.08926330254922475,0
voip-39a25ab2f8-20130326_120841,7,0.6363636363636364,22,0.2113888888888889,0.5555555555555556,0.0,3.6749665927184063,0.06681757441306194,0
voip-59bc8a2167-20130328_125821,5,0.5,20,0.00965,0.125,0.0,2.8997424798955413,0.061696648508415775,0
voip-340dbb333e-20130327_005751,10,0.7692307692307693,26,0.025084615384615386,0.15384615384615385,0.07692307692307693,3.7982105787822307,0.07447471723102413,0
voip-922209b777-20130325_163118,6,0.6666666666666666,18,0.06698333333333333,0.16666666666666666,0.0,3.263589575334274,0.08368178398293011,0
voip-2d3d74d091-20130325_230144,5,0.625,16,-0.0387875,0.125,0.125,3.4850616773230385,0.09171214940323785,0
voip-b57f8ee22b-20130326_235613,2,0.2857142857142857,14,0.02205714285714286,0.2857142857142857,0.0,4.465153543742723,0.08930307087485445,0
voip-2d3d74d091-20130325_221539,3,0.375,16,-0.04432857142857143,0.14285714285714285,0.14285714285714285,3.0662307106768822,0.07862130027376621,0
voip-d7853a398f-20130401_152954,0,0.0,8,0.0193,0.25,0.0,3.3932978119364563,0.10282720642231685,0
voip-e3b4879e0d-20130326_023841,6,0.6666666666666666,18,0.04013333333333333,0.1111111111111111,0.0,3.72582722060987,0.08279616045799712,0
voip-a8649977cf-20130323_161633,3,0.3333333333333333,18,0.01102857142857143,0.14285714285714285,0.0,3.8094769584849972,0.09070183234488088,0
voip-15d8a89cec-20130327_021758,2,0.25,16,0.15794999999999998,0.375,0.125,4.72199194657168,0.10046791375684425,0
voip-6d6587c57d-20130328_235137,6,0.6666666666666666,18,0.008150000000000004,0.125,0.125,4.418667828279681,0.10042426882453821,0
voip-7e07d8f0f5-20130328_191131,15,0.75,40,0.05137333333333333,0.26666666666666666,0.06666666666666668,3.0731167113645665,0.05798333417668994,0
voip-b20968d1ea-20130323_111126,16,0.7619047619047619,42,0.022168421052631573,0.15789473684210525,0.0,5.459368058003739,0.08028482438240793,0
voip-0f41c16f2f-20130325_193723,4,0.5714285714285714,14,0.04638571428571429,0.14285714285714285,0.14285714285714285,4.117044798178659,0.1083432841625963,0
voip-13ff413553-20130328_172247,20,0.7692307692307693,52,0.11456666666666665,0.3809523809523809,0.047619047619047616,3.4906855937955665,0.05288917566356919,0
voip-fe2783c40a-20130401_150347,4,0.4444444444444444,18,0.037000000000000005,0.125,0.0,4.004478525804015,0.10267893655907731,0
voip-8efef4eae9-20130325_232205,2,0.3333333333333333,12,0.04933333333333333,0.16666666666666666,0.0,4.015127120279433,0.10566124000735351,0
voip-59bc8a2167-20130328_115953,4,0.5714285714285714,14,0.13384,0.6,0.0,2.9291570386030914,0.08136547329453031,0
voip-fce37b0ccb-20130328_143934,0,0.0,16,0.1713285714285714,0.5714285714285714,0.0,4.194015115821613,0.08737531491295027,0
voip-0f41c16f2f-20130325_204340,0,0.0,10,0.0,0.0,0.0,3.3437384255219738,0.0955353835863421,0
voip-0241bbae39-20130327_195830,7,0.5833333333333334,24,0.0,0.0,0.0,3.287548880216588,0.07305664178259084,0
voip-8991b7bff6-20130401_180108,3,0.3,20,-0.03103,0.1,0.1,3.693523756288145,0.0820783056952921,0
voip-2d3d74d091-20130328_192945,5,0.38461538461538464,26,0.06243846153846154,0.3076923076923077,0.07692307692307693,5.779701724187674,0.10139827586294164,0
voip-78f497f314-20130324_140601,2,0.25,16,0.00965,0.125,0.0,4.584110410431796,0.07514935099068518,0
voip-7e22911804-20130325_210616,0,0.0,16,0.02295,0.25,0.125,4.029896419938397,0.07603578150827164,0
voip-b27a230d2e-20130323_043834,7,0.5833333333333334,24,0.040945454545454535,0.2727272727272727,0.0,3.5017698839681612,0.068662154587611,0
voip-597cfafdee-20130402_010156,7,0.875,16,0.1073625,0.375,0.125,3.7657421680592473,0.08368315929020549,0
voip-0fa32b1e78-20130328_152422,12,0.6666666666666666,36,0.014084615384615385,0.15384615384615385,0.07692307692307693,3.3047090034796156,0.059012660776421706,0
voip-da10d74c3e-20130326_001047,2,0.25,16,0.04515,0.125,0.0,4.134764617776199,0.08614092953700414,0
voip-fe2783c40a-20130401_143116,2,0.25,16,-0.0177,0.25,0.125,3.6700261048677847,0.07196129617387813,0
voip-52eb280e7b-20130326_214113,9,0.5294117647058824,34,0.02827333333333333,0.2,0.13333333333333333,5.365254689535015,0.09250439119887957,0
voip-ccf48b9a6a-20130329_042416,7,0.7777777777777778,18,-0.06458333333333334,0.0,0.16666666666666666,3.114924409218958,0.0916154238005576,0
voip-fe2783c40a-20130401_144320,4,0.8,10,0.07400000000000001,0.25,0.0,2.9093994014208353,0.22379995395544888,0
voip-78f497f314-20130324_201025,4,0.6666666666666666,12,0.13586666666666666,0.3333333333333333,0.16666666666666666,4.364801468812118,0.1015070109026074,0
voip-597cfafdee-20130402_004903,9,0.9,20,-0.01901,0.1,0.2,3.1871750369969494,0.07412034969760348,0
voip-2c217000af-20130328_223847,5,0.625,16,0.14506249999999998,0.375,0.0,5.0250224721823225,0.11166716604849605,0
voip-96f43326a4-20130324_101528,3,0.21428571428571427,28,0.06042307692307693,0.38461538461538464,0.15384615384615385,5.290474667233393,0.073478814822686,0
voip-6d6587c57d-20130329_000439,0,0.0,10,0.0,0.0,0.0,3.8127426665396396,0.10033533332999052,0
voip-96f43326a4-20130324_100620,11,0.6875,32,0.05143333333333334,0.26666666666666666,0.06666666666666668,3.684123660629201,0.06351937345912416,0
voip-39a25ab2f8-20130328_150729,3,0.5,12,0.10352,0.4,0.0,3.0812919857714673,0.07900748681465301,0
voip-e3b4879e0d-20130326_024044,0,0.0,18,-0.0387875,0.125,0.125,3.528435903001806,0.07670512832612622,0
voip-31de0daa7b-20130402_132633,11,0.7857142857142857,28,0.12034285714285713,0.42857142857142855,0.07142857142857142,2.839587345070496,0.06453607602432945,0
voip-ec3c3aaf98-20130323_142016,4,0.3636363636363637,22,0.05974545454545455,0.18181818181818185,0.0,5.763785154446193,0.08867361776071066,0
voip-2d3d74d091-20130328_182952,8,0.7272727272727273,22,0.06659,0.2,0.1,3.8853349437415283,0.10500905253355482,0
voip-4660dd9eab-20130329_075906,3,0.3333333333333333,18,0.2085142857142857,0.5714285714285714,0.14285714285714285,3.4219459497399543,0.07777149885772623,0
voip-fe2783c40a-20130401_143504,4,0.5714285714285714,14,0.0,0.14285714285714285,0.14285714285714285,2.21047820056066,0.0884191280224264,0
voip-da10d74c3e-20130326_001657,3,0.5,12,0.11323333333333335,0.3333333333333333,0.0,4.0902393923118785,0.09738665219790187,0
voip-10beae627f-20130328_122107,9,0.75,24,-0.020440000000000003,0.2,0.2,1.967566010419256,0.057869588541742824,0
voip-9f989824fd-20130324_072907,7,0.875,16,-0.03047142857142857,0.14285714285714285,0.2857142857142857,2.902199434143959,0.08535880688658704,0
voip-14cb91bc48-20130327_182446,8,0.6153846153846154,26,0.03322,0.2,0.1,3.3066869503037863,0.07348193222897303,0
voip-10beae627f-20130401_164712,15,0.8333333333333334,36,0.12598571428571428,0.42857142857142855,0.0,3.5423734134811236,0.07084746826962247,0
voip-14cb91bc48-20130327_190136,8,0.6153846153846154,26,-0.04257,0.0,0.3,5.137623024699447,0.10275246049398895,0
voip-6d6587c57d-20130328_140525,2,0.25,16,0.1519625,0.5,0.0,3.8842961404678467,0.08631769201039659,0
voip-7e22911804-20130325_202635,3,0.5,12,-0.004383333333333332,0.16666666666666666,0.16666666666666666,3.5345249578738063,0.07854499906386236,0
voip-9819537952-20130328_232122,2,0.25,16,0.00965,0.125,0.0,3.1072424705980954,0.06904983267995768,0
voip-52eb280e7b-20130326_212546,6,0.5,24,0.008825,0.08333333333333333,0.08333333333333333,3.1328536443112402,0.09214275424444825,0
voip-78f497f314-20130323_144347,6,0.5,24,-0.02102,0.1,0.2,5.379906505203157,0.08406103914379932,0
voip-340dbb333e-20130327_010913,4,0.25,32,0.11855625,0.375,0.0625,4.604068808472541,0.10707136763889631,0
voip-d66e12b45c-20130327_173320,4,0.8,10,-0.0592,0.0,0.2,2.865106379003583,0.20465045564311307,0
voip-88b68a9a41-20130322_221731,15,0.8333333333333334,36,0.14224705882352942,0.5294117647058824,0.1176470588235294,3.9758067409893068,0.06854839208602254,0
voip-e3b4879e0d-20130327_031211,2,0.13333333333333333,30,0.04144666666666666,0.2,0.0,5.462619261828326,0.08033263620335773,0
voip-64150aca03-20130401_194320,10,0.6666666666666666,30,0.03543076923076924,0.2307692307692308,0.07692307692307693,2.967958939131482,0.0645208465028583,0
voip-7e07d8f0f5-20130328_190156,11,0.8461538461538461,26,0.2325375,0.625,0.0,4.041272948281017,0.09622078448288135,0
voip-78f497f314-20130323_183806,0,0.0,6,0.0,0.0,0.0,2.6372089971446027,0.12558138081640965,0
voip-59bc8a2167-20130328_113646,6,0.4615384615384616,26,0.055766666666666666,0.25,0.0,4.3979046908124975,0.08297933378891505,0
voip-bde2721237-20130325_154428,5,0.7142857142857143,14,0.0602,0.16666666666666666,0.0,4.039317162372375,0.10098292905930936,0
voip-8991b7bff6-20130326_231255,3,0.375,16,0.08308750000000001,0.375,0.0,3.36408187577408,0.07645640626759273,0
voip-78f497f314-20130324_203349,4,0.6666666666666666,12,0.04933333333333333,0.16666666666666666,0.0,3.6989844891234047,0.09021913388105865,0
voip-561b472540-20130328_124350,0,0.0,8,0.0,0.0,0.0,3.783327093486627,0.10225208360774668,0
voip-7f9c1c8411-20130328_141000,18,0.8571428571428571,42,0.009627272727272727,0.09090909090909093,0.09090909090909093,3.328195606139863,0.06933740846124715,0
voip-5749b16764-20130328_150400,4,0.6666666666666666,12,0.06698333333333333,0.16666666666666666,0.0,3.4025073389070775,0.10007374526197287,0
voip-48c12815b3-20130326_034916,16,0.64,50,0.014786956521739131,0.21739130434782608,0.13043478260869565,4.782831426304384,0.059785392828804795,0
voip-187c1708f2-20130325_130444,10,0.7142857142857143,28,0.005433333333333336,0.08333333333333333,0.08333333333333333,2.5621000260501394,0.0674236848960563,0
voip-317a1436fe-20130325_170800,4,0.5714285714285714,14,0.01102857142857143,0.14285714285714285,0.0,3.4715568049063528,0.09382585959206359,0
voip-8991b7bff6-20130401_173851,5,0.5555555555555556,18,-0.06507142857142857,0.14285714285714285,0.2857142857142857,5.2057290572326345,0.10623936851495172,0
voip-202b6a3cc4-20130327_184449,4,0.5714285714285714,14,0.12295714285714285,0.2857142857142857,0.0,3.18719170925828,0.08853310303495222,0
voip-8efef4eae9-20130325_234031,0,0.0,6,-0.12916666666666668,0.0,0.3333333333333333,3.3685584504772907,0.18714213613762726,0
voip-6dbc3573bc-20130328_192107,0,0.0,10,0.01544,0.2,0.0,4.047059460897029,0.09870876733895192,0
voip-52d599db9c-20130323_075058,4,0.3076923076923077,26,-0.046638461538461545,0.07692307692307693,0.15384615384615385,5.789386457400297,0.07930666380000406,0
voip-59bc8a2167-20130325_133335,6,0.6,20,0.030355555555555563,0.1111111111111111,0.0,4.289805129456391,0.10213821736800931,0
voip-4a6ecc1f1c-20130329_152840,8,0.5333333333333333,30,0.08302142857142858,0.2857142857142857,0.07142857142857142,5.367041693301668,0.0801050999000249,0
voip-8991b7bff6-20130401_165927,2,0.2857142857142857,14,0.10014285714285713,0.2857142857142857,0.14285714285714285,3.85199473582348,0.09629986839558699,0
voip-3be3bda933-20130326_124519,13,0.5909090909090909,44,0.031081818181818183,0.2272727272727273,0.13636363636363635,4.370171099006529,0.05602783460264781,0
voip-935947e17b-20130328_165646,8,0.42105263157894735,38,0.17088124999999998,0.5625,0.0,5.084334673696915,0.0726333524813845,0
voip-e0035cc31b-20130323_210352,3,0.42857142857142855,14,0.07984999999999999,0.3333333333333333,0.0,3.9036830789635903,0.10550494808009704,0
voip-edb8609855-20130327_182512,0,0.0,14,-0.07002857142857143,0.0,0.2857142857142857,4.5537261472575326,0.08131653834388451,0
voip-7f9c1c8411-20130328_141931,16,0.8421052631578947,38,0.020586666666666663,0.26666666666666666,0.0,5.026962485741367,0.07979305532922805,0
voip-187c1708f2-20130325_134928,7,0.4666666666666667,30,-0.0017363636363636366,0.0,0.09090909090909093,3.920190198380259,0.08167062913292207,0
voip-78f497f314-20130324_201923,3,0.5,12,0.16935,0.5,0.0,3.3071594297535043,0.08703051130930274,0
voip-d225fad9df-20130328_205151,0,0.0,10,0.01544,0.2,0.0,3.9116597418662726,0.08890135776968801,0
voip-31de0daa7b-20130401_220217,17,0.8947368421052632,38,0.2258,0.5,0.0,3.659371723322399,0.06653403133313453,0
voip-a8649977cf-20130323_161448,11,0.7857142857142857,28,-0.0352,0.125,0.25,2.6205649590907405,0.07082607997542542,0
voip-0f41c16f2f-20130402_005804,0,0.0,6,0.0,0.0,0.0,2.5080340743039766,0.13933522635022091,0
voip-340dbb333e-20130325_231020,0,0.0,10,0.323875,0.75,0.0,4.598608152007534,0.10219129226683409,0
voip-e3b4879e0d-20130326_215705,9,0.5,36,-0.07119411764705882,0.05882352941176471,0.29411764705882354,5.182995415331939,0.08359670024728934,0
voip-10beae627f-20130328_125615,13,0.5416666666666666,48,0.18746666666666667,0.4166666666666667,0.04166666666666666,5.8077929126306955,0.07351636598266703,0
voip-8991b7bff6-20130326_230855,5,0.4166666666666667,24,0.06295454545454546,0.18181818181818185,0.09090909090909093,3.77889191517269,0.07712024316678959,0
voip-199d62165b-20130402_124137,8,0.5714285714285714,28,0.05968571428571427,0.21428571428571427,0.07142857142857142,5.332371575512841,0.08079350871989154,0
voip-c8821c664b-20130322_222908,2,0.2222222222222222,18,0.025144444444444445,0.1111111111111111,0.0,4.290158779876576,0.08250305345916492,0
voip-39a25ab2f8-20130329_010257,6,0.5,24,0.04187272727272727,0.2727272727272727,0.09090909090909093,4.769894106760318,0.0935273354266729,0
voip-10beae627f-20130328_164850,3,0.6,10,0.3447,0.6,0.0,2.979549699727519,0.13543407726034176,0
voip-4c0d36762a-20130328_201131,22,0.9166666666666666,48,0.0878611111111111,0.4444444444444444,0.2222222222222222,2.8012272634331072,0.08003506466951735,0
voip-10beae627f-20130329_125733,6,0.2727272727272727,44,0.10779999999999998,0.42105263157894735,0.0,4.682910949863154,0.05781371543040931,0
